date,total,male,female,age_15-19,age_20-24,age_25-29,age_30-34,age_35-39,age_40-44,age_45-49,age_50-54,age_55-59,age_60-64,age_65_over,國中及以下,國小及以下,國中,高中_職,高中,高職,大專及以上,專科,大學及以上
"1978M01","2.01","1.82","2.39","5.01","4.55","1.77","0.18","0.54","0.49","0.58","1.22","0.98","0.97","0.73","1.41","0.92","3.12","4.11","4.32","3.98","3.28","4.54","2.06"
"1978M02","1.84","1.70","2.14","4.42","4.37","1.52","0.78","0.34","0.66","0.61","0.78","0.52","0.23","-","1.34","0.88","2.88","3.80","4.11","3.62","2.32","2.59","2.05"
"1978M03","1.76","1.62","2.03","3.41","4.66","1.53","0.58","0.44","0.78","0.42","1.29","0.55","0.32","0.58","1.17","0.73","2.65","4.11","4.38","3.96","2.35","3.33","1.39"
"1978M04","1.58","1.54","1.66","3.11","4.02","1.57","0.47","0.48","0.39","0.38","1.17","0.92","0.20","0.57","1.05","0.72","2.21","3.64","4.36","3.24","2.14","3.20","1.15"
"1978M05","1.70","1.82","1.44","3.30","3.89","1.88","0.86","0.25","0.22","0.60","0.98","1.75","0.72","-","1.13","0.79","2.27","3.57","3.75","3.46","2.72","3.77","1.76"
"1978M06","1.65","1.78","1.38","3.60","3.47","1.71","0.91","0.73","0.33","0.37","0.51","1.53","0.66","-","0.93","0.63","1.90","3.64","3.49","3.73","3.82","5.41","2.30"
"1978M07","1.84","1.66","2.18","5.44","4.20","1.30","0.67","0.55","0.12","0.25","0.49","0.54","0.04","-","0.90","0.47","2.36","4.42","3.44","4.96","4.47","4.82","4.10"
"1978M08","1.88","1.66","2.30","5.48","3.85","1.61","0.59","0.21","0.12","0.60","0.43","0.45","0.35","-","1.09","0.58","2.70","4.46","4.25","4.58","3.31","3.26","3.37"
"1978M09","1.89","1.74","2.18","4.38","4.10","1.89","0.75","0.39","0.62","0.51","0.70","0.44","0.70","-","1.12","0.68","2.42","3.88","4.13","3.73","4.48","4.26","4.72"
"1978M10","1.53","1.39","1.81","3.47","3.02","1.51","0.57","0.35","0.65","0.38","0.95","0.85","0.59","-","0.93","0.60","1.92","3.49","4.09","3.13","2.78","2.81","2.75"
"1978M11","1.12","0.99","1.39","2.59","2.42","1.07","0.69","0.18","0.34","0.29","0.56","0.26","0.20","-","0.59","0.33","1.45","2.49","2.29","2.61","3.03","3.21","2.83"
"1978M12","1.20","1.11","1.37","2.78","2.77","1.16","0.58","0.08","0.42","0.13","0.74","0.33","0.21","-","0.69","0.41","1.58","2.59","2.16","2.83","2.85","3.62","2.09"
"1979M01","1.29","1.26","1.34","2.58","3.67","1.17","0.34","0.23","0.30","0.20","0.62","0.62","0.35","-","0.82","0.56","1.65","2.70","2.65","2.72","2.47","2.94","2.01"
"1979M02","1.30","1.20","1.51","2.62","3.59","1.08","0.46","0.25","0.38","0.51","0.53","0.58","0.65","-","0.91","0.65","1.73","2.57","2.80","2.45","1.99","2.36","1.57"
"1979M03","1.19","1.04","1.49","2.50","3.62","0.97","0.34","0.28","0.17","0.32","0.39","0.52","0.35","-","0.76","0.49","1.60","2.63","1.89","3.05","1.70","2.14","1.23"
"1979M04","1.09","1.04","1.19","2.47","2.97","0.79","0.48","0.19","0.32","0.35","0.70","0.20","0.42","-","0.75","0.49","1.52","2.26","1.85","2.50","1.46","1.83","1.12"
"1979M05","1.18","1.13","1.28","2.45","3.13","1.06","0.37","0.33","0.33","0.43","0.73","0.34","0.38","-","0.86","0.65","1.48","2.28","2.07","2.39","1.52","1.78","1.26"
"1979M06","1.13","1.11","1.18","2.31","3.22","0.88","0.53","0.28","0.21","0.38","0.66","0.61","0.42","-","0.75","0.53","1.42","2.39","2.18","2.51","1.75","2.26","1.25"
"1979M07","1.54","1.14","2.31","5.07","3.44","0.95","0.37","0.27","0.07","0.35","0.53","0.65","0.37","-","0.81","0.36","2.11","3.67","2.89","4.07","3.04","3.52","2.62"
"1979M08","1.54","1.39","1.86","4.15","4.02","0.88","0.58","0.09","0.27","0.38","0.27","0.72","0.50","-","0.74","0.36","1.78","3.58","2.84","3.96","3.78","4.24","3.36"
"1979M09","1.41","1.33","1.58","3.65","3.37","1.11","0.49","0.15","0.38","0.23","0.47","0.89","0.55","-","0.77","0.44","1.70","3.14","2.99","3.22","3.04","3.32","2.75"
"1979M10","1.17","1.03","1.46","3.03","3.01","1.12","0.29","0.17","0.14","0.17","0.44","0.12","0.13","-","0.59","0.24","1.58","2.85","2.93","2.82","2.24","2.26","2.23"
"1979M11","1.20","1.04","1.53","3.22","3.02","1.18","0.32","0.27","0.10","0.31","0.07","0.19","0.14","-","0.74","0.43","1.60","2.69","2.84","2.60","1.94","2.40","1.46"
"1979M12","1.23","1.05","1.58","2.95","3.23","1.11","0.42","0.24","0.22","0.24","0.31","0.25","0.56","-","0.73","0.53","1.29","2.67","2.32","2.85","2.27","3.10","1.35"
"1980M01","0.95","0.91","1.04","2.03","2.42","1.02","0.53","0.13","0.17","0.13","0.31","0.46","0.57","-","0.46","0.32","0.87","2.17","2.21","2.15","2.09","2.97","1.14"
"1980M02","1.10","0.98","1.34","2.00","3.21","1.14","0.47","0.37","0.19","0.06","0.43","0.46","0.45","-","0.55","0.36","1.07","2.51","2.90","2.31","2.18","3.46","0.74"
"1980M03","1.06","1.00","1.16","2.15","3.09","0.97","0.59","0.24","0.20","0.43","0.21","0.40","-","-","0.61","0.35","1.33","2.37","2.41","2.35","1.45","2.16","0.67"
"1980M04","0.93","0.83","1.13","1.90","2.85","0.82","0.56","0.18","0.11","0.37","0.15","0.08","0.25","-","0.59","0.36","1.24","2.09","1.85","2.23","0.97","1.15","0.78"
"1980M05","1.19","1.07","1.42","2.62","2.94","1.46","0.54","0.24","0.13","0.42","0.61","0.27","0.64","-","0.75","0.56","1.30","2.64","2.61","2.66","1.44","1.29","1.59"
"1980M06","1.30","1.32","1.26","2.92","3.56","1.39","0.56","0.48","0.21","0.08","0.62","0.35","0.19","-","0.65","0.38","1.41","2.86","1.98","3.35","2.80","2.24","3.35"
"1980M07","1.52","1.35","1.86","4.63","3.74","1.11","0.51","0.31","0.14","0.19","0.46","0.62","0.30","-","0.79","0.40","1.87","3.00","1.86","3.61","3.68","3.27","4.10"
"1980M08","1.62","1.35","2.16","5.29","3.33","1.41","0.21","0.34","0.41","0.38","0.36","0.65","0.34","-","0.94","0.49","2.11","3.04","2.36","3.40","3.55","3.31","3.80"
"1980M09","1.36","1.14","1.81","4.39","3.29","0.91","0.27","0.35","0.14","0.35","0.41","0.30","0.06","-","0.76","0.36","1.73","2.79","1.92","3.24","2.64","2.67","2.61"
"1980M10","1.26","1.09","1.61","3.82","3.16","0.79","0.42","0.24","0.21","0.30","0.59","0.12","0.15","-","0.69","0.36","1.54","2.77","2.50","2.92","2.00","2.14","1.84"
"1980M11","1.20","1.05","1.49","3.29","2.73","0.96","0.36","0.45","0.15","0.23","0.61","0.80","0.41","-","0.71","0.39","1.52","2.49","2.27","2.62","1.91","2.46","1.32"
"1980M12","1.25","1.21","1.33","2.94","3.26","1.12","0.33","0.36","0.26","0.54","0.36","0.73","0.15","-","0.70","0.51","1.23","2.67","2.80","2.60","2.07","3.00","1.09"
"1981M01","0.96","0.87","1.14","2.06","2.67","0.78","0.32","0.60","0.18","0.23","0.29","0.37","0.14","-","0.60","0.39","1.16","1.88","1.50","2.09","1.54","1.89","1.16"
"1981M02","1.43","1.35","1.57","3.11","3.67","1.42","0.58","0.36","0.52","0.56","0.38","0.72","0.35","-","0.95","0.61","1.82","3.02","2.81","3.14","1.53","1.56","1.49"
"1981M03","1.09","0.95","1.37","2.18","3.18","0.93","0.52","0.48","0.41","0.34","0.30","0.34","0.39","-","0.75","0.49","1.44","2.32","2.14","2.43","0.88","1.25","0.50"
"1981M04","0.86","0.83","0.93","1.87","2.86","0.56","0.22","0.36","0.20","0.17","0.41","0.17","0.35","-","0.60","0.35","1.23","1.73","1.54","1.83","0.92","1.10","0.74"
"1981M05","1.01","0.90","1.23","2.64","2.69","0.72","0.39","0.29","0.24","0.48","0.52","0.40","0.25","-","0.70","0.35","1.66","1.95","1.67","2.11","1.23","1.70","0.79"
"1981M06","1.33","1.18","1.62","4.23","2.89","1.01","0.79","0.46","0.29","0.51","0.69","0.24","-","0.50","0.78","0.47","1.64","2.96","1.78","3.59","1.76","1.57","1.96"
"1981M07","1.48","1.20","2.02","5.49","3.49","0.86","0.40","0.21","0.20","0.14","0.66","0.18","0.11","-","0.76","0.36","1.81","3.20","1.79","3.96","2.84","3.16","2.49"
"1981M08","1.79","1.53","2.31","5.81","4.08","1.58","0.49","0.61","0.18","0.11","0.49","0.36","0.32","-","0.95","0.52","2.03","3.50","2.39","4.07","3.81","3.92","3.68"
"1981M09","1.69","1.51","2.05","5.42","4.32","1.29","0.50","0.35","0.33","0.28","0.45","0.39","0.04","-","0.99","0.54","2.08","3.09","2.55","3.35","3.34","3.74","2.90"
"1981M10","1.73","1.51","2.19","5.03","4.38","1.63","0.41","0.35","0.74","0.34","0.24","0.52","-","-","0.98","0.56","2.01","3.36","3.14","3.46","3.14","3.87","2.29"
"1981M11","1.55","1.43","1.80","3.59","4.09","1.45","0.80","0.42","0.44","0.61","0.45","0.40","0.06","-","0.84","0.48","1.72","2.91","3.00","2.86","3.25","4.04","2.30"
"1981M12","1.32","1.26","1.44","3.10","3.54","1.19","0.57","0.34","0.49","0.27","0.43","0.51","0.07","-","0.78","0.46","1.57","2.59","2.76","2.50","2.16","2.27","2.02"
"1982M01","1.36","1.27","1.53","3.57","3.37","1.15","0.34","0.72","0.42","0.35","0.72","0.30","0.26","-","0.99","0.63","1.85","2.27","2.40","2.21","1.82","2.23","1.37"
"1982M02","1.62","1.68","1.51","4.32","4.07","1.40","0.73","0.66","0.31","0.73","0.49","0.49","0.57","-","1.15","0.65","2.39","2.90","2.91","2.89","2.02","2.23","1.77"
"1982M03","1.32","1.37","1.22","3.07","3.58","1.16","0.68","0.76","0.57","0.17","0.30","0.47","0.50","-","0.98","0.67","1.75","2.28","2.48","2.17","1.55","1.62","1.48"
"1982M04","1.49","1.57","1.33","3.00","3.80","1.42","1.01","0.81","0.49","0.25","0.80","0.69","0.30","-","1.15","0.77","2.11","2.34","2.07","2.49","1.95","1.82","2.08"
"1982M05","1.98","1.99","1.95","3.86","4.97","2.33","1.10","1.15","0.41","0.41","0.85","0.74","0.70","-","1.37","0.87","2.59","3.58","3.47","3.63","2.60","2.69","2.50"
"1982M06","1.95","1.87","2.12","4.44","5.62","2.20","0.92","0.46","0.39","0.30","0.63","0.43","0.67","-","1.32","0.81","2.59","3.55","2.96","3.84","2.87","3.15","2.56"
"1982M07","2.21","1.98","2.64","6.56","5.96","1.95","0.61","0.58","0.33","0.48","0.90","0.29","0.30","-","1.39","0.68","3.14","3.69","4.17","3.46","4.19","4.12","4.26"
"1982M08","2.65","2.36","3.22","7.69","6.90","2.30","0.75","0.87","0.71","0.73","0.67","0.36","0.64","-","1.57","0.87","3.23","4.89","5.22","4.72","4.38","4.52","4.23"
"1982M09","2.68","2.49","3.06","7.29","6.87","2.31","1.17","0.89","0.82","0.71","0.57","0.88","0.64","-","1.60","1.01","3.00","5.04","4.42","5.35","4.31","4.68","3.88"
"1982M10","2.77","2.66","2.98","6.31","7.04","2.33","1.61","1.35","0.85","0.62","1.02","1.72","0.26","-","1.86","1.29","3.20","4.67","4.21","4.90","4.32","5.17","3.33"
"1982M11","2.71","2.75","2.63","5.93","6.22","2.84","1.25","1.39","0.88","0.90","1.71","1.18","0.99","-","1.75","1.19","3.08","5.03","4.25","5.41","3.82","4.38","3.20"
"1982M12","2.79","2.92","2.55","5.59","6.60","2.80","1.46","0.89","1.45","1.07","1.88","1.00","1.19","-","1.92","1.48","2.94","5.01","4.90","5.06","3.45","4.32","2.50"
"1983M01","2.73","2.65","2.87","5.80","6.98","2.25","1.25","1.26","1.09","1.35","1.12","1.76","0.93","-","1.76","1.29","2.88","5.03","5.04","5.02","3.80","4.76","2.67"
"1983M02","3.45","3.66","3.06","6.06","8.22","3.24","2.27","1.66","1.92","1.86","1.90","1.83","1.00","-","2.83","2.38","3.89","5.17","5.05","5.23","3.67","4.45","2.75"
"1983M03","2.91","3.07","2.60","5.79","6.87","3.23","1.84","1.12","1.00","1.40","1.72","1.57","0.48","-","2.35","1.73","3.81","4.39","4.86","4.17","3.31","3.81","2.78"
"1983M04","2.61","2.78","2.29","5.80","6.44","2.37","1.91","1.44","0.65","0.94","1.36","0.91","0.69","-","2.04","1.32","3.73","3.93","3.97","3.91","3.26","3.70","2.76"
"1983M05","2.42","2.46","2.37","5.30","6.21","2.25","1.27","1.53","0.69","0.66","1.41","1.19","0.59","-","1.74","1.25","2.90","4.28","2.90","4.88","2.65","3.11","2.14"
"1983M06","2.51","2.35","2.79","6.61","6.70","2.34","1.09","1.07","0.69","0.94","1.22","0.59","0.23","-","1.54","0.98","2.92","4.31","4.07","4.42","4.49","4.95","3.97"
"1983M07","2.88","2.63","3.34","8.75","7.37","2.48","1.09","0.77","0.82","0.87","1.11","0.64","0.13","-","1.65","0.88","3.51","4.99","5.31","4.84","5.43","6.17","4.63"
"1983M08","2.91","2.71","3.26","8.73","6.33","2.69","1.67","0.98","0.74","0.87","1.16","0.70","0.46","-","1.79","1.10","3.39","5.04","4.39","5.32","4.73","5.26","4.19"
"1983M09","2.70","2.60","2.89","7.44","5.95","3.03","1.11","0.94","0.70","0.99","1.00","1.39","0.48","-","1.39","0.99","2.30","5.11","4.48","5.40","5.08","5.42","4.72"
"1983M10","2.79","2.64","3.08","7.33","6.26","3.01","1.41","1.22","0.97","0.58","1.06","1.65","0.49","-","1.51","1.04","2.65","5.41","4.87","5.66","4.53","5.33","3.62"
"1983M11","2.34","2.31","2.39","5.76","5.63","2.60","1.21","0.98","0.72","0.51","0.79","1.21","0.59","-","1.33","0.90","2.35","4.50","4.31","4.58","3.81","4.31","3.24"
"1983M12","2.27","2.33","2.18","5.40","4.97","2.36","1.23","1.20","0.80","0.92","1.31","1.17","0.83","-","1.45","0.97","2.56","4.06","3.82","4.17","3.37","3.58","3.13"
"1984M01","2.34","2.39","2.25","4.67","5.72","2.51","1.45","0.84","0.68","0.69","1.34","1.64","0.96","-","1.41","1.09","2.14","4.26","4.19","4.29","3.71","3.87","3.53"
"1984M02","2.75","2.82","2.65","5.67","6.81","3.08","1.79","1.38","0.60","0.65","1.23","1.52","1.36","-","1.95","1.45","3.09","4.64","4.65","4.64","3.47","3.72","3.19"
"1984M03","2.09","2.06","2.15","4.58","5.76","2.23","1.13","0.69","0.67","0.43","1.22","0.85","0.38","-","1.31","0.89","2.27","3.98","3.98","3.97","2.71","3.48","1.82"
"1984M04","2.01","2.12","1.81","4.33","5.59","2.19","0.91","0.81","0.75","0.76","0.71","0.73","0.74","-","1.20","0.83","2.03","3.60","3.58","3.61","3.27","3.83","2.60"
"1984M05","2.11","2.12","2.10","3.68","5.87","2.60","1.43","0.69","0.81","0.55","0.74","0.62","0.54","-","1.32","0.88","2.32","3.89","3.14","4.22","2.78","3.13","2.39"
"1984M06","2.23","2.21","2.26","5.48","5.62","2.52","1.35","0.92","0.67","0.53","0.86","0.93","0.51","-","1.28","0.87","2.24","4.13","3.01","4.61","3.51","4.04","2.90"
"1984M07","2.52","2.38","2.76","6.96","6.11","2.57","1.09","1.23","0.80","0.70","0.75","0.93","0.06","-","1.37","0.89","2.47","4.50","3.49","4.94","4.61","4.60","4.63"
"1984M08","3.02","2.87","3.27","8.24","7.23","3.06","1.38","1.12","0.71","1.26","1.06","1.44","0.53","-","1.86","1.16","3.46","5.02","4.74","5.14","4.88","4.71","5.07"
"1984M09","3.03","2.91","3.23","8.19","7.59","2.87","1.47","1.37","0.99","0.76","1.12","0.94","1.06","-","1.86","1.19","3.37","4.84","4.56","4.95","5.34","5.59","5.05"
"1984M10","2.77","2.83","2.67","6.82","7.18","2.93","1.27","1.12","0.69","0.64","1.03","1.36","0.87","1.50","1.76","1.30","2.80","4.85","4.54","4.98","3.89","4.63","3.04"
"1984M11","2.25","2.29","2.17","5.27","6.11","2.58","1.11","0.95","0.50","0.78","0.76","0.43","0.76","-","1.33","0.82","2.49","3.68","4.10","3.51","4.10","4.60","3.55"
"1984M12","2.21","2.20","2.21","5.50","5.17","2.63","1.18","0.88","0.67","0.89","0.95","0.92","0.48","-","1.32","0.86","2.33","3.73","4.06","3.59","3.73","3.90","3.52"
"1985M01","2.03","1.88","2.28","5.32","5.08","2.15","1.15","0.78","0.76","0.72","0.67","0.88","0.18","0.20","1.30","0.85","2.30","3.54","3.75","3.44","2.67","3.01","2.30"
"1985M02","2.15","2.14","2.16","5.01","5.63","2.31","1.30","0.85","0.82","0.76","0.92","0.44","0.50","0.48","1.52","0.99","2.70","3.57","3.71","3.51","2.56","2.49","2.65"
"1985M03","2.49","2.56","2.37","5.77","6.14","2.54","1.74","1.14","1.18","0.46","1.15","1.25","1.36","-","1.85","1.34","2.98","3.79","3.67","3.84","3.25","3.46","3.01"
"1985M04","2.28","2.39","2.08","4.47","5.85","2.41","1.73","1.11","0.91","0.68","0.85","1.10","0.86","0.70","1.60","1.18","2.52","3.69","3.96","3.57","3.12","4.19","1.81"
"1985M05","2.57","2.75","2.24","5.56","5.64","3.52","1.69","1.29","1.16","0.86","1.29","0.87","0.38","-","1.97","1.40","3.24","3.98","3.91","4.01","2.96","3.09","2.79"
"1985M06","2.53","2.75","2.16","6.41","6.18","3.05","1.30","1.10","1.03","1.00","1.35","0.80","0.72","-","1.81","1.29","2.98","3.71","3.95","3.60","3.97","4.27","3.62"
"1985M07","3.44","3.44","3.44","9.63","8.23","3.30","2.19","1.40","1.28","0.86","1.05","1.63","1.09","0.37","2.03","1.41","3.38","5.54","4.76","5.87","6.37","6.77","5.85"
"1985M08","4.10","3.85","4.55","11.64","9.76","4.26","2.31","1.53","1.32","1.39","1.35","1.76","0.54","0.39","2.56","1.77","4.21","6.69","5.68","7.11","6.28","6.62","5.82"
"1985M09","3.62","3.48","3.86","11.04","8.41","3.69","1.90","1.28","1.39","1.43","1.46","1.36","0.53","-","2.22","1.56","3.57","6.23","5.60","6.48","5.04","5.89","3.95"
"1985M10","3.45","3.43","3.49","9.27","8.25","3.38","1.87","1.64","1.52","0.84","1.61","1.83","1.24","-","2.17","1.50","3.54","5.81","5.33","6.01","4.86","5.39","4.20"
"1985M11","3.28","3.24","3.35","8.04","8.39","3.01","2.35","1.37","1.49","0.88","1.76","1.19","1.15","-","2.18","1.67","3.22","5.36","4.92","5.53","4.50","4.82","4.12"
"1985M12","2.91","2.87","2.99","7.61","7.65","3.02","1.53","1.04","0.76","1.09","1.62","1.26","0.93","0.24","1.68","1.09","2.92","5.07","4.50","5.29","4.66","5.45","3.66"
"1986M01","2.53","2.60","2.41","5.97","6.47","2.71","1.49","1.23","0.96","1.02","0.92","1.01","1.24","0.35","1.51","0.95","2.69","4.41","4.62","4.33","3.55","4.05","2.94"
"1986M02","3.33","3.55","2.96","6.88","8.09","3.78","2.60","1.56","1.55","1.32","1.33","1.17","1.54","0.62","2.44","1.68","4.07","5.31","5.81","5.11","3.66","4.51","2.69"
"1986M03","2.79","2.96","2.50","6.24","7.20","3.16","1.63","1.43","1.44","1.05","1.11","0.77","0.72","0.50","1.80","1.14","3.23","4.68","4.32","4.83","3.86","4.42","3.20"
"1986M04","2.34","2.58","1.94","4.95","6.17","2.44","1.53","1.35","1.03","1.05","1.14","0.51","0.89","0.23","1.59","1.16","2.50","3.91","3.65","4.01","2.99","3.46","2.42"
"1986M05","2.34","2.44","2.15","4.77","6.20","2.72","1.50","1.22","0.99","0.46","0.97","0.93","1.26","0.31","1.63","1.11","2.71","3.89","4.02","3.84","2.93","2.92","2.93"
"1986M06","2.72","2.78","2.61","7.52","6.89","3.03","1.24","1.16","1.12","0.87","1.40","1.35","0.84","-","1.68","1.05","2.98","4.68","4.00","4.95","3.98","3.35","4.79"
"1986M07","2.93","2.96","2.87","8.47","6.87","3.37","1.54","1.36","1.21","1.03","0.95","0.67","0.32","0.42","1.64","1.04","2.87","4.93","3.74","5.40","4.98","5.07","4.86"
"1986M08","3.11","3.03","3.24","9.34","7.95","3.23","1.59","0.85","1.05","1.33","0.94","0.75","0.61","0.21","1.93","1.25","3.31","4.71","4.06","4.97","5.11","5.41","4.72"
"1986M09","2.96","2.91","3.05","8.78","7.50","3.03","1.44","1.27","1.06","1.14","0.86","0.83","1.01","0.19","1.74","1.22","2.78","4.94","4.67","5.05","4.31","4.55","4.03"
"1986M10","2.61","2.67","2.53","7.25","6.53","2.81","1.30","1.43","0.78","0.91","0.84","0.79","0.75","-","1.57","1.10","2.51","4.39","4.89","4.20","3.68","3.61","3.76"
"1986M11","2.33","2.38","2.24","5.90","6.08","2.61","1.18","1.13","0.85","1.01","0.69","0.69","0.63","-","1.56","1.02","2.64","3.70","3.43","3.80","3.02","3.22","2.76"
"1986M12","1.98","2.11","1.78","4.50","5.50","2.52","1.03","0.71","0.55","0.99","0.25","0.35","0.83","-","1.12","0.68","2.00","3.41","3.40","3.41","2.97","3.12","2.76"
"1987M01","1.92","2.04","1.72","4.10","5.15","2.25","1.00","0.78","0.68","0.96","0.57","1.13","0.97","0.23","1.11","0.73","1.89","3.44","3.77","3.31","2.51","3.21","1.62"
"1987M02","2.37","2.39","2.34","5.58","6.50","2.84","1.39","0.89","0.82","0.90","0.75","1.04","0.58","-","1.60","1.05","2.69","3.79","3.66","3.84","2.98","4.22","1.53"
"1987M03","2.03","2.06","1.97","4.80","5.68","2.42","1.14","0.93","0.66","0.79","0.85","0.45","0.33","-","1.23","0.81","2.07","3.54","3.29","3.64","2.58","3.10","1.97"
"1987M04","1.72","1.81","1.58","3.88","4.71","1.94","1.00","0.90","0.67","0.61","1.07","0.36","0.50","-","1.10","0.83","1.63","2.99","2.73","3.09","2.02","2.42","1.51"
"1987M05","1.94","2.07","1.73","4.96","5.55","1.72","1.10","1.05","0.82","0.68","0.97","0.57","1.06","0.27","1.44","0.96","2.39","3.15","2.63","3.36","1.85","1.82","1.89"
"1987M06","1.75","1.73","1.79","5.48","4.88","1.80","1.17","0.81","0.46","0.40","0.51","0.23","0.35","-","1.00","0.63","1.76","3.03","2.42","3.28","2.69","2.15","3.39"
"1987M07","2.02","1.93","2.15","6.78","5.63","2.40","0.77","0.62","0.32","0.54","0.30","0.30","0.41","-","1.06","0.56","2.06","3.33","2.54","3.63","3.56","3.63","3.48"
"1987M08","2.08","2.00","2.19","6.44","5.69","2.43","0.85","0.80","0.38","0.69","0.68","0.60","0.14","0.31","1.14","0.69","2.04","3.41","3.01","3.56","3.38","3.75","2.89"
"1987M09","2.07","1.92","2.31","7.44","5.80","1.90","1.05","0.83","0.53","0.40","0.57","0.66","-","-","1.13","0.55","2.27","3.59","3.32","3.69","2.95","2.67","3.30"
"1987M10","2.01","1.93","2.15","6.49","5.62","1.97","1.11","0.82","0.55","0.51","0.44","0.52","0.25","0.13","1.15","0.67","2.08","3.21","3.10","3.25","3.23","3.07","3.42"
"1987M11","1.86","1.78","1.98","5.28","5.02","1.94","0.95","0.78","0.89","0.62","0.39","0.76","0.33","0.35","1.10","0.69","1.88","3.02","2.91","3.07","2.70","2.84","2.52"
"1987M12","1.82","1.90","1.70","5.07","4.49","1.97","1.02","0.90","0.74","0.67","0.80","0.77","0.29","0.20","1.21","0.72","2.14","2.86","2.82","2.87","2.23","2.59","1.76"
"1988M01","1.77","1.88","1.58","4.09","4.60","1.99","1.29","0.85","0.59","0.65","0.62","0.71","0.48","-","1.08","0.73","1.74","2.87","2.89","2.87","2.40","2.69","2.03"
"1988M02","1.70","1.77","1.58","4.25","4.72","2.05","0.93","0.82","0.69","0.61","0.17","0.54","0.66","-","1.10","0.68","1.88","2.55","2.45","2.59","2.51","2.89","2.03"
"1988M03","1.79","1.82","1.73","5.07","5.06","2.00","1.05","0.83","0.65","0.67","0.59","0.29","0.38","-","1.26","0.77","2.19","2.62","1.94","2.89","2.33","2.92","1.60"
"1988M04","1.59","1.63","1.53","5.12","4.14","1.95","0.80","0.68","0.73","0.74","0.42","0.51","0.68","0.17","1.05","0.60","1.89","2.61","2.28","2.74","1.80","2.24","1.25"
"1988M05","1.74","1.79","1.67","4.48","5.00","2.40","0.93","0.68","0.85","0.50","0.42","0.29","0.59","0.37","1.09","0.61","1.99","2.91","2.45","3.09","2.11","2.55","1.55"
"1988M06","1.83","1.75","1.95","5.71","5.52","2.36","0.87","0.54","0.70","0.58","0.15","0.29","0.36","0.22","0.93","0.58","1.58","3.09","2.56","3.30","2.99","3.03","2.95"
"1988M07","1.94","1.83","2.12","5.91","5.61","2.08","1.18","0.74","0.61","0.74","0.39","0.26","0.13","0.14","0.96","0.67","1.51","2.94","2.27","3.21","3.77","3.69","3.86"
"1988M08","1.87","1.67","2.19","7.18","5.45","1.94","0.81","0.68","0.39","0.45","0.47","0.28","0.36","0.14","1.02","0.62","1.79","3.07","2.72","3.21","2.77","2.79","2.74"
"1988M09","1.62","1.51","1.81","6.18","4.58","1.77","0.86","0.49","0.44","0.34","0.33","0.34","0.51","-","0.95","0.51","1.75","2.67","2.28","2.83","2.11","2.25","1.95"
"1988M10","1.54","1.65","1.37","4.54","4.26","1.68","0.96","0.65","0.34","0.45","0.74","0.48","0.97","-","0.94","0.53","1.72","2.53","2.33","2.61","1.95","2.23","1.62"
"1988M11","1.48","1.60","1.30","4.36","4.36","1.46","0.85","0.80","0.33","0.56","0.38","0.49","0.79","0.16","0.98","0.56","1.76","2.23","1.96","2.33","1.95","2.18","1.68"
"1988M12","1.41","1.48","1.31","3.26","4.13","1.78","0.72","0.64","0.51","0.52","0.47","0.37","0.60","0.17","0.93","0.61","1.49","2.16","1.86","2.28","1.72","1.90","1.51"
"1989M01","1.35","1.50","1.10","2.94","3.61","1.68","0.64","0.70","0.83","0.63","0.42","0.50","0.39","0.90","0.95","0.67","1.45","2.11","2.43","2.00","1.33","1.31","1.36"
"1989M02","1.88","1.97","1.73","5.62","4.79","2.04","1.33","0.78","0.89","0.75","0.88","0.55","0.04","0.57","1.48","0.87","2.58","2.74","2.82","2.71","1.70","2.09","1.21"
"1989M03","1.46","1.43","1.51","4.16","4.17","1.99","0.89","0.57","0.26","0.60","0.45","0.05","0.22","0.29","0.90","0.52","1.59","2.52","2.51","2.52","1.51","1.83","1.13"
"1989M04","1.31","1.39","1.17","3.88","3.65","1.71","0.61","0.82","0.43","0.43","0.45","0.18","0.24","0.40","0.80","0.60","1.16","2.20","2.49","2.09","1.47","1.43","1.51"
"1989M05","1.50","1.55","1.43","4.79","3.74","2.33","0.86","0.79","0.50","0.51","0.29","0.33","0.22","-","1.02","0.70","1.61","2.35","2.65","2.23","1.68","2.15","1.09"
"1989M06","1.68","1.57","1.86","7.11","4.71","2.06","0.81","0.74","0.27","0.44","0.45","0.47","0.31","-","0.97","0.57","1.69","2.61","2.08","2.82","2.51","3.06","1.84"
"1989M07","1.76","1.55","2.11","6.26","5.64","1.77","0.91","0.57","0.58","0.51","0.26","0.35","0.10","-","0.85","0.46","1.54","2.82","2.23","3.05","2.98","2.69","3.35"
"1989M08","1.87","1.76","2.06","6.39","5.17","2.10","1.00","0.83","0.58","0.63","0.38","0.40","0.06","0.13","0.94","0.51","1.69","2.91","2.96","2.89","3.09","2.90","3.34"
"1989M09","1.72","1.70","1.75","5.96","4.89","1.96","0.86","0.75","0.38","0.85","0.35","0.77","0.09","-","0.92","0.62","1.43","2.69","2.57","2.74","2.71","2.91","2.45"
"1989M10","1.48","1.55","1.37","4.48","4.43","1.66","0.89","0.63","0.20","0.40","0.68","0.62","0.47","0.29","0.89","0.51","1.55","2.06","2.48","1.89","2.51","2.85","2.10"
