date,total,male,female,age_15-19,age_20-24,age_25-29,age_30-34,age_35-39,age_40-44,age_45-49,age_50-54,age_55-59,age_60-64,age_65_over,國中及以下,國小及以下,國中,高中_職,高中,高職,大專及以上,專科,大學及以上
"2002M02","5.12","6.01","3.82","13.57","10.50","6.15","4.96","3.79","4.11","4.19","3.65","2.46","1.44","0.30","5.12","4.03","6.13","5.88","5.66","5.96","4.17","4.57","3.66"
"2002M03","5.16","5.93","4.05","12.10","10.91","6.06","5.02","3.92","4.27","4.13","3.76","2.83","1.10","0.29","5.33","4.11","6.43","5.87","5.74","5.91","4.10","4.38","3.74"
"2002M04","4.98","5.82","3.77","10.89","10.70","6.03","4.79","3.88","4.18","3.80","3.62","2.61","0.78","-","5.19","3.90","6.35","5.75","5.41","5.86","3.79","4.26","3.19"
"2002M05","5.02","5.87","3.78","12.15","10.96","6.17","4.62","3.91","4.02","3.78","3.56","2.75","1.19","0.12","5.31","4.02","6.46","5.75","5.20","5.93","3.79","4.23","3.22"
"2002M06","5.11","5.91","3.96","14.10","11.40","6.53","4.47","3.71","4.08","3.68","3.67","2.77","1.47","0.25","5.26","4.14","6.27","5.82","5.42","5.95","4.07","4.43","3.61"
"2002M07","5.23","5.96","4.19","15.60","12.35","6.24","4.53","3.85","4.17","3.44","3.66","2.83","1.60","0.07","5.03","4.00","5.97","5.95","5.87","5.98","4.58","4.76","4.37"
"2002M08","5.35","6.02","4.39","16.37","12.78","6.67","4.75","3.79","3.73","3.72","3.50","2.85","1.55","-","4.91","3.79","5.93","6.14","5.97","6.19","4.89","5.05","4.69"
"2002M09","5.32","5.97","4.39","16.98","12.44","6.85","4.87","3.85","3.55","3.53","3.56","3.09","1.23","0.24","5.07","3.87","6.17","6.11","5.59","6.29","4.63","4.77","4.46"
"2002M10","5.31","5.87","4.50","17.33","11.91","6.97","4.74","3.87","3.64","3.58","3.71","2.99","1.54","0.28","5.11","3.73","6.36","6.17","5.52","6.39","4.48","4.58","4.36"
"2002M11","5.22","5.82","4.34","16.96","10.98","6.92","4.33","3.98","3.94","3.84","3.63","2.90","1.89","-","5.12","3.62","6.48","5.97","5.29","6.20","4.41","4.67","4.09"
"2002M12","5.04","5.74","4.04","14.58","10.40","6.66","4.00","4.01","4.19","4.04","3.42","2.66","1.78","-","4.97","3.28","6.50","5.78","5.16","5.99","4.24","4.69","3.68"
"2003M01","5.03","5.75","4.00","13.14","10.46","6.24","4.31","3.83","3.98","4.31","3.83","3.04","2.04","0.19","5.07","3.60","6.40","5.92","5.25","6.14","3.91","4.33","3.40"
"2003M02","5.17","5.89","4.14","11.61","10.69","6.08","5.00","3.84","4.30","4.45","4.10","3.21","1.81","0.21","5.34","3.96","6.58","6.06","5.36","6.29","3.94","4.44","3.32"
"2003M03","5.08","5.71","4.18","10.93","10.98","6.10","4.69","4.07","4.04","3.90","4.13","3.44","1.90","0.04","5.30","4.22","6.28","5.93","5.48","6.07","3.83","4.20","3.37"
"2003M04","4.92","5.47","4.13","11.17","10.51","5.94","4.10","4.10","3.74","4.07","3.87","3.98","2.41","0.06","5.30","3.95","6.49","5.64","5.07","5.83","3.66","4.02","3.22"
"2003M05","4.98","5.62","4.08","11.59","10.45","6.25","3.85","3.89","4.05","4.20","3.94","4.48","2.70","0.14","5.55","4.29","6.65","5.54","5.03","5.71","3.73","4.15","3.23"
"2003M06","5.09","5.69","4.24","13.90","10.64","6.46","3.69","3.69","4.33","4.24","4.15","4.75","2.75","0.13","5.64","4.61","6.55","5.54","5.42","5.58","3.98","4.34","3.56"
"2003M07","5.16","5.54","4.62","16.86","11.78","6.59","4.03","3.52","3.86","3.79","3.79","4.37","2.48","0.05","5.18","4.13","6.10","5.64","5.82","5.58","4.57","4.70","4.42"
"2003M08","5.21","5.60","4.67","17.16","11.58","6.91","4.32","3.58","3.67","3.91","3.28","4.39","3.04","0.21","5.15","4.19","5.99","5.67","5.94","5.57","4.76","4.85","4.66"
"2003M09","5.05","5.42","4.54","16.68","11.52","6.78","3.99","3.41","3.38","3.98","3.53","3.72","3.43","0.14","4.91","4.21","5.53","5.45","5.39","5.48","4.74","4.71","4.77"
"2003M10","4.92","5.28","4.41","15.58","11.27","6.59","4.03","3.15","3.46","3.78","3.76","3.30","2.76","0.27","4.83","3.97","5.58","5.42","5.04","5.54","4.42","4.30","4.56"
"2003M11","4.71","5.12","4.13","13.89","11.04","5.86","3.80","3.21","3.66","3.61","3.50","3.24","3.31","0.09","4.97","4.11","5.72","5.21","4.83","5.33","3.87","4.02","3.69"
"2003M12","4.58","5.08","3.88","12.72","10.49","5.38","4.05","3.07","3.80","3.44","3.45","3.36","3.67","0.16","4.76","4.01","5.42","5.24","4.68","5.43","3.64","3.75","3.51"
"2004M01","4.53","5.03","3.85","12.00","10.30","5.46","4.26","3.01","3.65","3.51","3.56","3.07","2.53","-","4.89","3.85","5.80","4.99","4.10","5.28","3.66","3.77","3.55"
"2004M02","4.61","5.07","3.97","11.12","10.72","5.81","4.37","3.02","3.57","3.43","3.58","3.37","2.49","0.14","4.72","3.72","5.59","5.14","4.34","5.40","3.89","4.11","3.64"
"2004M03","4.45","4.80","3.95","10.60","9.96","5.90","4.02","3.08","3.35","3.38","3.70","3.08","2.25","-","4.35","3.46","5.11","5.00","4.68","5.11","3.91","4.13","3.67"
"2004M04","4.36","4.72","3.85","10.37","9.65","5.97","3.83","3.00","3.46","3.14","3.90","2.62","1.87","-","4.25","3.24","5.10","4.85","5.05","4.79","3.92","4.09","3.72"
"2004M05","4.41","4.84","3.81","11.42","9.85","6.01","3.82","3.05","3.41","3.24","3.81","2.97","1.37","0.10","4.16","2.93","5.19","4.89","4.75","4.94","4.09","4.29","3.87"
"2004M06","4.54","5.02","3.88","14.15","10.60","6.16","3.87","3.16","3.06","3.38","3.51","3.46","1.82","0.13","4.29","3.19","5.23","5.06","4.85","5.12","4.20","4.34","4.05"
"2004M07","4.62","4.91","4.21","14.66","11.62","5.97","3.96","2.94","2.79","3.27","3.72","3.21","2.51","0.15","4.31","3.49","5.00","5.00","4.32","5.22","4.47","4.17","4.80"
"2004M08","4.67","4.89","4.36","16.95","11.01","6.11","4.05","3.41","2.93","2.97","3.68","2.63","2.49","0.17","4.19","3.39","4.85","5.13","4.51","5.33","4.58","4.20","4.99"
"2004M09","4.50","4.79","4.09","17.31","11.08","5.37","3.58","3.48","2.89","3.15","3.33","3.23","2.90","-","4.25","3.30","5.05","4.81","4.44","4.92","4.38","4.19","4.58"
"2004M10","4.31","4.70","3.76","13.38","10.47","5.55","3.33","3.19","3.02","3.27","3.18","3.13","2.05","0.12","4.17","3.04","5.11","4.50","4.75","4.41","4.24","4.01","4.48"
"2004M11","4.14","4.58","3.52","11.43","10.16","4.97","3.49","3.03","3.06","3.03","3.49","2.84","1.85","-","4.13","3.30","4.81","4.46","4.32","4.50","3.80","3.46","4.16"
"2004M12","4.09","4.58","3.41","11.14","9.82","4.96","3.76","3.10","3.02","2.87","3.30","2.59","2.11","-","4.06","3.28","4.71","4.59","4.09","4.75","3.57","3.46","3.69"
"2005M01","4.06","4.48","3.47","10.87","9.58","5.08","3.83","2.88","3.03","2.98","3.04","2.77","2.23","0.28","3.78","3.20","4.26","4.62","4.20","4.75","3.68","3.67","3.69"
"2005M02","4.28","4.62","3.80","11.33","9.51","5.52","3.83","3.17","3.24","3.06","3.51","3.38","2.62","0.38","4.29","3.74","4.75","4.68","4.62","4.70","3.83","3.88","3.77"
"2005M03","4.15","4.51","3.66","10.39","9.26","5.63","3.56","3.05","3.31","3.12","3.21","2.75","2.85","0.04","4.07","3.16","4.81","4.61","4.79","4.56","3.73","3.60","3.86"
"2005M04","4.04","4.34","3.62","9.34","9.37","5.35","3.50","2.83","3.16","3.35","3.20","2.34","2.51","0.32","3.93","2.74","4.90","4.48","5.02","4.30","3.68","3.58","3.77"
"2005M05","4.10","4.28","3.86","10.78","9.75","5.53","3.44","2.70","3.15","3.34","3.07","2.71","2.69","0.39","4.08","2.76","5.15","4.29","4.37","4.27","3.92","3.86","3.99"
"2005M06","4.22","4.33","4.08","12.86","10.58","5.73","3.49","2.67","3.01","3.17","3.13","2.82","2.78","0.40","3.90","2.62","4.94","4.46","3.91","4.64","4.23","4.00","4.47"
"2005M07","4.32","4.42","4.18","13.83","12.11","5.90","3.65","2.85","2.62","2.90","2.75","2.86","1.71","0.59","3.67","2.44","4.68","4.53","3.70","4.79","4.63","4.20","5.07"
"2005M08","4.36","4.40","4.30","14.44","11.62","6.25","3.60","3.07","2.50","2.76","2.73","2.67","2.15","0.62","3.68","2.26","4.81","4.61","4.19","4.74","4.66","4.09","5.20"
"2005M09","4.14","4.09","4.21","14.55","11.68","6.13","3.50","2.78","2.50","2.59","2.33","2.18","1.68","0.15","3.32","2.14","4.26","4.74","4.69","4.76","4.20","3.57","4.80"
"2005M10","4.07","4.07","4.07","12.26","11.01","6.10","3.63","2.59","2.56","2.57","2.47","2.35","1.15","0.87","3.44","2.38","4.28","4.67","4.87","4.61","3.96","3.84","4.07"
"2005M11","3.94","4.07","3.77","11.33","10.10","6.07","3.68","2.63","2.29","2.42","2.74","2.41","1.09","0.32","3.30","2.31","4.08","4.53","4.67","4.49","3.85","3.73","3.96"
"2005M12","3.86","4.13","3.49","10.57","9.40","5.60","3.80","2.83","2.35","2.44","2.83","2.41","1.25","0.88","3.61","2.62","4.38","4.20","4.27","4.18","3.71","3.37","4.04"
"2006M01","3.80","4.04","3.48","10.37","9.29","5.77","3.66","2.66","2.42","2.37","2.34","2.77","2.14","0.10","3.46","2.69","4.06","4.07","4.16","4.05","3.80","3.39","4.17"
"2006M02","3.92","4.20","3.53","10.07","9.41","6.09","3.79","3.11","2.55","2.14","2.53","2.76","1.79","-","3.39","2.89","3.77","4.36","4.34","4.36","3.88","3.44","4.30"
"2006M03","3.87","4.09","3.58","9.99","9.26","5.68","3.81","3.20","2.70","2.32","2.58","2.32","1.55","0.14","3.30","2.50","3.90","4.44","4.32","4.48","3.75","3.30","4.16"
"2006M04","3.78","4.02","3.45","8.56","9.44","5.58","3.87","2.84","2.42","2.45","2.40","2.41","1.79","0.72","3.47","2.42","4.26","4.22","3.99","4.30","3.58","3.43","3.72"
"2006M05","3.84","4.10","3.48","9.22","10.11","5.90","3.86","2.69","2.23","2.52","2.32","2.59","1.61","0.26","3.30","2.05","4.26","4.27","3.97","4.36","3.82","3.55","4.07"
"2006M06","3.98","4.13","3.78","11.97","10.95","6.24","3.74","2.92","2.10","2.37","2.41","2.16","2.14","0.30","3.16","2.19","3.90","4.40","4.01","4.52","4.19","3.80","4.54"
"2006M07","4.05","4.13","3.94","12.27","11.12","6.46","3.60","2.92","2.31","2.35","2.27","2.23","1.80","0.09","2.79","2.16","3.28","4.63","4.40","4.70","4.40","3.84","4.91"
"2006M08","4.09","4.10","4.08","12.68","10.76","6.38","3.54","3.07","2.56","2.14","2.48","2.27","2.21","0.50","2.63","2.00","3.11","4.79","4.66","4.83","4.47","3.74","5.10"
"2006M09","3.96","4.01","3.89","13.12","10.91","5.93","3.67","2.94","2.34","2.27","2.64","1.92","1.31","0.03","2.96","1.98","3.71","4.49","4.36","4.53","4.17","3.67","4.59"
"2006M10","3.90","3.97","3.79","13.14","10.42","5.73","4.00","2.76","2.42","2.12","2.68","1.67","1.39","0.09","3.30","2.25","4.08","4.29","4.09","4.35","3.95","3.62","4.23"
"2006M11","3.86","3.87","3.85","12.33","10.02","5.60","4.11","2.62","2.38","2.36","2.75","1.91","0.72","0.40","3.38","2.18","4.27","4.21","3.77","4.35","3.86","3.47","4.19"
"2006M12","3.81","3.94","3.65","12.71","9.41","5.67","3.99","2.64","2.42","2.33","2.60","2.17","0.79","0.66","3.33","2.39","4.03","4.15","3.49","4.36","3.83","3.36","4.22"
"2007M01","3.79","3.97","3.55","10.64","8.93","5.80","4.02","2.73","2.55","2.21","2.72","2.19","1.16","0.71","3.18","2.49","3.69","4.13","3.64","4.28","3.90","3.45","4.28"
"2007M02","3.78","3.96","3.54","9.42","9.31","5.65","3.80","2.91","2.67","2.24","2.59","2.30","1.72","-","3.18","2.27","3.84","4.13","3.41","4.35","3.87","3.29","4.36"
"2007M03","3.94","4.13","3.68","10.31","10.19","5.75","3.74","3.12","3.00","2.40","2.34","2.42","1.70","-","3.46","2.42","4.21","4.33","3.91","4.46","3.90","3.54","4.20"
"2007M04","3.83","4.00","3.60","8.56","9.69","5.90","3.85","2.87","3.08","2.28","2.14","2.20","1.35","-","3.31","2.16","4.14","4.16","3.84","4.26","3.87","3.46","4.22"
"2007M05","3.87","3.99","3.71","8.54","9.85","6.17","3.81","2.93","3.13","2.26","2.20","1.86","1.34","0.05","3.40","2.01","4.38","4.27","3.87","4.39","3.82","3.52","4.07"
"2007M06","3.96","4.11","3.75","12.63","10.41","6.11","3.93","2.78","2.85","2.38","2.42","1.88","1.16","0.63","3.52","2.47","4.27","4.36","3.78","4.54","3.88","3.44","4.24"
"2007M07","4.03","4.10","3.93","12.94","11.00","6.19","3.87","2.60","2.93","2.60","2.21","2.03","0.73","0.11","3.18","2.36","3.77","4.45","4.11","4.56","4.20","3.60","4.70"
"2007M08","4.09","4.05","4.15","13.53","11.73","6.04","3.75","2.67","2.61","2.82","2.39","1.83","1.64","-","3.01","2.27","3.54","4.62","4.58","4.63","4.32","3.53","4.96"
"2007M09","3.99","4.00","3.98","13.15","12.04","5.60","3.93","2.90","2.57","2.60","2.40","1.53","0.80","-","2.91","2.17","3.46","4.49","4.88","4.37","4.24","3.31","4.97"
"2007M10","3.92","4.11","3.67","12.00","11.47","5.65","4.00","2.70","2.75","2.52","2.38","1.41","0.95","0.21","3.04","2.12","3.71","4.48","4.31","4.54","3.98","3.04","4.71"
"2007M11","3.87","4.13","3.54","10.54","11.33","5.73","3.90","2.48","2.80","2.56","2.02","1.88","1.52","0.10","3.15","2.08","3.91","4.26","3.87","4.38","3.99","3.07","4.71"
"2007M12","3.83","4.07","3.53","9.97","10.76","5.79","3.83","2.41","2.75","2.72","2.08","1.97","1.43","0.10","3.32","2.32","4.03","4.02","3.43","4.21","3.99","3.12","4.66"
"2008M01","3.80","4.08","3.43","8.95","10.23","5.70","3.95","2.50","2.63","2.84","2.18","2.13","1.46","0.07","3.47","2.44","4.19","3.95","3.77","4.01","3.88","3.17","4.43"
"2008M02","3.94","4.25","3.52","8.90","10.81","5.81","3.87","2.95","2.56","2.99","2.29","2.28","1.89","0.13","3.77","2.92","4.36","4.05","3.48","4.23","3.95","3.23","4.49"
"2008M03","3.86","4.15","3.48","9.26","11.09","5.92","3.55","2.81","2.38","2.73","2.40","2.36","1.50","0.25","3.70","2.76","4.35","3.95","3.67","4.04","3.88","3.10","4.48"
"2008M04","3.81","4.03","3.52","8.05","10.85","6.03","3.71","2.62","2.33","2.89","2.40","2.05","1.01","0.10","3.58","2.31","4.46","3.88","4.05","3.83","3.89","3.30","4.34"
"2008M05","3.84","3.96","3.67","9.47","10.53","6.22","3.66","2.74","2.51","2.74","2.19","2.24","1.03","0.23","3.62","2.63","4.30","4.06","4.27","3.99","3.78","3.12","4.28"
"2008M06","3.95","4.12","3.73","12.22","11.29","6.17","3.61","2.94","2.63","2.51","2.27","2.44","0.55","0.72","3.53","2.49","4.26","4.21","4.49","4.12","3.98","3.26","4.51"
"2008M07","4.06","4.24","3.83","12.09","12.87","6.28","3.74","2.75","2.64","2.36","2.44","2.01","0.48","0.26","3.51","2.11","4.48","4.19","4.54","4.07","4.29","3.28","5.03"
"2008M08","4.14","4.21","4.06","13.51","13.30","6.58","3.59","2.76","2.57","2.08","2.59","1.93","1.32","0.08","3.38","2.02","4.33","4.29","4.61","4.18","4.47","3.37","5.26"
"2008M09","4.27","4.37","4.14","14.72","13.08","6.53","3.94","3.05","2.50","2.52","2.69","2.18","1.71","0.17","3.74","2.73","4.45","4.54","4.80","4.46","4.35","3.54","4.94"
"2008M10","4.37","4.63","4.02","12.72","12.80","6.84","4.16","2.98","2.37","2.84","3.14","2.46","1.95","-","3.76","2.71","4.48","4.72","4.59","4.76","4.43","3.73","4.93"
"2008M11","4.64","5.06","4.10","13.21","12.79","7.26","4.27","3.32","2.78","3.03","3.50","3.00","1.57","-","4.17","3.16","4.87","4.92","4.90","4.92","4.69","3.89","5.25"
"2008M12","5.03","5.51","4.41","13.06","13.04","7.23","4.62","4.22","3.61","3.60","3.65","2.85","2.00","0.10","4.92","3.69","5.77","5.31","5.19","5.34","4.87","4.29","5.28"
"2009M01","5.31","5.89","4.56","14.36","13.44","7.71","5.15","4.43","3.65","3.83","3.84","3.11","1.87","0.10","5.10","3.73","6.02","5.84","5.71","5.89","4.99","4.60","5.26"
"2009M02","5.75","6.38","4.93","15.83","14.32","8.40","5.79","4.53","3.93","4.24","4.14","3.62","1.83","-","5.84","4.28","6.89","6.19","6.07","6.23","5.33","5.05","5.52"
"2009M03","5.81","6.46","4.95","14.83","14.28","8.56","5.91","4.60","4.00","4.43","4.03","3.78","1.86","-","5.97","4.37","7.04","6.16","6.18","6.16","5.42","5.13","5.62"
"2009M04","5.76","6.45","4.85","12.71","13.84","8.63","5.90","4.47","4.08","4.58","4.04","3.66","1.80","0.11","5.97","4.54","6.93","6.05","6.06","6.05","5.39","5.06","5.62"
"2009M05","5.82","6.48","4.95","13.17","13.66","8.82","6.23","4.44","4.07","4.51","4.19","3.52","1.89","0.16","6.15","4.79","7.05","6.13","6.01","6.16","5.38","5.02","5.63"
"2009M06","5.94","6.64","5.01","15.12","14.85","8.67","5.99","4.79","4.25","4.38","4.36","3.48","2.02","0.18","6.14","4.68","7.11","6.27","6.21","6.29","5.54","5.08","5.86"
"2009M07","6.07","6.81","5.11","14.38","15.77","9.03","5.80","5.06","4.38","4.37","4.14","3.75","2.05","-","6.21","4.76","7.16","6.33","6.23","6.36","5.79","5.14","6.22"
"2009M08","6.13","6.82","5.24","13.20","16.28","9.21","5.87","5.11","4.34","4.25","4.20","3.75","1.75","0.36","6.11","4.63","7.08","6.39","6.14","6.47","5.93","5.22","6.41"
"2009M09","6.04","6.68","5.21","13.73","15.87","9.22","5.92","4.85","4.40","4.10","4.29","3.34","1.87","0.34","5.82","4.33","6.80","6.37","6.15","6.44","5.89","5.05","6.46"
"2009M10","5.96","6.67","5.03","12.26","15.34","9.06","5.90","4.71","4.64","3.98","4.21","3.45","2.48","0.29","5.80","4.21","6.85","6.24","6.27","6.23","5.82","4.84","6.47"
"2009M11","5.86","6.57","4.94","11.97","14.63","9.00","5.76","4.46","4.51","4.15","4.12","3.67","2.49","-","5.62","4.07","6.65","6.19","6.01","6.25","5.72","4.68","6.41"
"2009M12","5.74","6.49","4.76","11.41","13.82","8.89","5.63","4.28","4.53","4.37","4.10","3.39","2.08","-","5.35","3.80","6.39","6.15","5.81","6.25","5.62","4.72","6.21"
"2010M01","5.68","6.37","4.79","11.23","13.60","8.59","5.68","4.41","4.47","4.36","4.10","3.61","1.75","0.12","5.31","3.87","6.26","6.14","5.71","6.27","5.52","4.78","6.01"
"2010M02","5.76","6.55","4.72","11.00","13.68","8.54","5.93","4.63","4.56","4.35","4.20","3.67","1.66","0.43","5.41","3.92","6.41","6.17","6.04","6.21","5.61","5.12","5.94"
"2010M03","5.67","6.50","4.60","10.67","13.65","8.62","5.80","4.51","4.46","4.12","4.03","3.77","1.59","0.37","5.33","3.75","6.37","6.01","5.84","6.07","5.58","5.15","5.86"
"2010M04","5.39","6.09","4.47","10.43","13.02","8.33","5.53","4.57","4.03","3.85","3.57","3.62","1.73","-","5.04","3.48","6.06","5.82","5.49","5.93","5.23","4.80","5.52"
"2010M05","5.14","5.73","4.38","10.99","12.65","7.94","5.37","4.27","3.68","3.76","3.46","3.18","1.53","-","4.82","3.24","5.85","5.56","5.21","5.67","4.98","4.54","5.27"
"2010M06","5.16","5.74","4.40","11.68","13.05","7.99","5.19","4.12","3.61","3.89","3.52","3.02","1.87","0.19","4.86","3.14","5.98","5.49","5.14","5.60","5.04","4.36","5.49"
"2010M07","5.20","5.71","4.55","11.26","13.58","8.15","5.27","4.20","3.47","4.05","3.43","2.70","1.62","-","4.80","2.97","5.99","5.55","5.21","5.66","5.13","4.18","5.74"
"2010M08","5.17","5.66","4.54","11.44","14.09","8.28","5.13","4.07","3.44","3.81","3.27","2.56","1.23","0.56","4.76","3.05","5.86","5.48","5.38","5.51","5.13","4.19","5.73"
"2010M09","5.05","5.59","4.35","12.70","14.50","7.91","4.83","3.93","3.48","3.71","3.27","2.45","1.30","0.11","4.58","3.09","5.54","5.37","5.49","5.33","5.04","3.90","5.76"
"2010M10","4.92","5.40","4.30","10.51","14.14","8.12","4.48","3.68","3.42","3.68","3.07","2.68","1.19","0.14","4.37","2.94","5.29","5.26","5.34","5.24","4.93","3.81","5.63"
"2010M11","4.73","5.15","4.20","9.54","13.43","7.72","4.48","3.40","3.30","3.63","2.97","2.72","1.34","0.20","4.32","2.93","5.21","5.10","5.12","5.09","4.66","3.62","5.32"
"2010M12","4.67","5.13","4.08","9.64","12.67","7.61","4.60","3.37","3.29","3.47","3.08","2.82","1.24","0.15","4.30","2.86","5.22","5.05","5.23","4.99","4.56","3.51","5.22"
"2011M01","4.64","5.06","4.11","10.59","12.60","7.56","4.77","3.50","3.23","3.33","2.96","2.56","1.00","0.08","4.21","2.80","5.12","4.97","5.26","4.88","4.60","3.55","5.25"
"2011M02","4.69","5.15","4.10","11.97","13.03","7.46","4.86","3.67","3.17","3.20","2.77","2.90","1.43","-","4.22","2.89","5.08","4.95","5.05","4.92","4.71","3.66","5.37"
"2011M03","4.48","4.89","3.95","11.88","12.52","7.33","4.51","3.50","3.03","2.98","2.61","2.58","1.88","0.20","4.09","2.77","4.94","4.70","4.74","4.68","4.50","3.51","5.12"
"2011M04","4.29","4.59","3.91","11.31","12.37","7.22","4.11","3.22","2.95","3.01","2.61","2.20","1.41","0.18","3.76","2.49","4.56","4.70","4.61","4.73","4.24","3.32","4.80"
"2011M05","4.27","4.59","3.86","10.25","12.00","7.28","4.22","3.14","2.91","3.10","2.48","2.19","1.76","0.21","3.67","2.46","4.44","4.61","4.36","4.70","4.30","3.36","4.88"
"2011M06","4.35","4.65","3.95","11.26","12.71","7.10","4.30","3.23","2.83","2.93","2.66","2.57","1.79","0.25","3.58","2.55","4.24","4.61","4.58","4.62","4.52","3.46","5.17"
"2011M07","4.41","4.68","4.06","11.24","13.25","6.96","4.20","3.28","3.04","3.00","2.81","2.47","1.55","0.11","3.54","2.51","4.20","4.67","4.67","4.67","4.63","3.50","5.31"
"2011M08","4.45","4.68","4.15","11.72","13.58","7.14","4.06","3.33","2.96","2.98","2.67","2.57","1.63","0.19","3.56","2.46","4.27","4.68","4.57","4.71","4.70","3.39","5.47"
"2011M09","4.28","4.59","3.89","11.53","12.97","6.74","4.17","3.17","3.03","2.87","2.48","2.42","1.71","0.21","3.32","2.26","3.99","4.52","4.64","4.48","4.56","3.30","5.31"
"2011M10","4.30","4.63","3.88","11.61","12.84","6.89","4.23","3.19","3.07","2.77","2.57","2.39","1.71","0.22","3.44","2.35","4.13","4.56","4.88","4.45","4.52","3.26","5.26"
"2011M11","4.28","4.58","3.89","11.07","12.49","6.86","4.24","3.25","3.02","2.92","2.74","2.12","1.57","0.12","3.50","2.43","4.18","4.51","4.82","4.40","4.47","3.29","5.17"
"2011M12","4.18","4.47","3.81","10.10","12.10","6.75","4.13","3.33","2.96","2.79","2.56","2.35","1.35","0.09","3.37","2.27","4.07","4.46","4.88","4.32","4.35","3.21","5.01"
"2012M01","4.18","4.43","3.87","10.72","11.81","6.88","4.25","3.35","2.87","2.70","2.43","2.40","1.65","0.17","3.36","2.35","4.01","4.47","4.96","4.31","4.35","3.09","5.09"
"2012M02","4.25","4.54","3.89","11.19","12.24","7.05","4.39","3.44","2.75","2.64","2.39","2.51","1.77","0.20","3.40","2.44","4.01","4.47","4.82","4.36","4.49","3.20","5.24"
"2012M03","4.17","4.49","3.77","10.27","12.57","7.14","4.40","3.21","2.62","2.42","2.39","2.29","1.59","0.18","3.41","2.22","4.16","4.32","4.63","4.22","4.41","3.17","5.14"
"2012M04","4.10","4.40","3.72","9.53","12.15","6.89","4.42","3.15","2.77","2.32","2.57","2.11","1.63","0.13","3.46","2.33","4.16","4.21","4.39","4.16","4.32","3.14","5.01"
"2012M05","4.12","4.40","3.76","9.29","12.19","7.02","4.59","3.07","2.88","2.45","2.26","1.89","1.84","0.06","3.48","2.30","4.21","4.15","4.29","4.11","4.40","3.26","5.05"
"2012M06","4.21","4.48","3.87","9.68","12.84","6.93","4.45","3.26","2.77","2.58","2.55","2.03","1.81","0.19","3.58","2.20","4.43","4.13","4.42","4.03","4.57","3.18","5.36"
"2012M07","4.31","4.52","4.03","10.05","13.51","7.27","4.37","3.45","2.70","2.70","2.34","1.89","1.73","0.20","3.49","2.20","4.30","4.19","4.53","4.08","4.76","3.20","5.64"
"2012M08","4.40","4.56","4.20","9.31","14.41","7.38","4.36","3.48","2.81","2.59","2.28","2.11","1.66","0.23","3.55","2.36","4.31","4.23","4.36","4.18","4.92","3.26","5.84"
"2012M09","4.32","4.53","4.04","9.84","14.21","7.21","4.23","3.50","2.89","2.47","2.09","2.24","1.61","0.21","3.62","2.38","4.40","4.13","4.19","4.11","4.77","3.15","5.68"
"2012M10","4.33","4.55","4.06","9.61","14.26","7.20","4.13","3.57","2.85","2.51","2.27","2.15","1.88","0.13","3.69","2.35","4.53","4.15","4.30","4.10","4.75","3.26","5.58"
"2012M11","4.27","4.53","3.93","9.73","14.06","7.08","4.20","3.48","2.67","2.56","2.26","2.09","1.70","0.20","3.67","2.40","4.47","4.11","4.27","4.06","4.65","3.17","5.48"
"2012M12","4.18","4.41","3.88","8.28","13.58","6.92","4.25","3.43","2.54","2.66","2.39","1.98","1.38","0.19","3.54","2.31","4.32","4.12","4.20","4.10","4.50","3.09","5.29"
"2013M01","4.16","4.44","3.81","8.53","13.22","6.90","4.28","3.49","2.42","2.73","2.30","2.20","1.46","0.19","3.65","2.49","4.37","4.14","4.09","4.16","4.41","3.10","5.13"
"2013M02","4.24","4.54","3.85","9.45","13.58","7.11","4.17","3.53","2.48","2.76","2.42","2.32","1.28","0.21","3.74","2.48","4.51","4.20","4.21","4.20","4.49","3.05","5.29"
"2013M03","4.17","4.44","3.81","8.62","13.35","7.18","4.12","3.34","2.62","2.65","2.27","2.19","1.48","0.17","3.59","2.32","4.37","4.13","4.24","4.10","4.45","3.11","5.19"
"2013M04","4.07","4.39","3.66","9.59","13.04","6.87","4.13","3.40","2.44","2.51","2.15","2.29","1.42","0.17","3.52","2.23","4.31","4.06","4.23","4.00","4.32","3.06","5.02"
"2013M05","4.06","4.42","3.60","9.91","12.74","6.95","4.21","3.48","2.50","2.42","2.14","2.03","1.41","0.13","3.60","2.17","4.47","4.00","4.33","3.89","4.30","3.11","4.96"
"2013M06","4.14","4.46","3.73","9.58","13.34","7.13","4.18","3.31","2.63","2.56","2.22","2.19","1.18","0.18","3.53","2.13","4.39","4.05","4.42","3.93","4.47","3.02","5.25"
"2013M07","4.25","4.51","3.91","9.66","14.05","7.30","4.23","3.37","2.50","2.50","2.29","2.33","1.35","0.20","3.54","2.24","4.34","4.08","4.43","3.96","4.67","3.11","5.51"
"2013M08","4.33","4.58","4.00","10.00","14.77","7.28","4.24","3.42","2.37","2.67","2.47","2.16","1.41","0.08","3.48","2.26","4.23","4.13","4.32","4.06","4.83","3.23","5.68"
"2013M09","4.24","4.47","3.94","10.07","14.57","7.16","4.23","3.29","2.53","2.61","2.32","2.02","1.29","0.05","3.37","2.21","4.08","4.18","4.34","4.13","4.65","3.15","5.45"
